"No","Nama Perusahaan","Merek Dagang","Kota","Alamat","Telepon/WA","Email","Website","Jenis","Link HIMPUH","Status Follow-up","Catatan"
"205","PT. Panorama Nur Mecca","Panorama Nur Mecca","Jakarta","Ruko Mega Grosir Cempaka Mas Blok P No.23, Jl. Letjen Suprapto, Sumur Baru, Kemayoran, Jakarta Pusat, DKI Jakarta, 10640","+622124504863","nurmeccapanorama@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/375","Belum dihubungi",""
"206","PT. Sahara Dzumirra Internasional","Sahara Tour & Travel","Bogor","Ruko Graha Kartika Pratama Blok E No. 6 Jl. Raya Tegar Beriman, Bojonggede, Bogor, Jawa Barat","+622183711282","sditourtravel@gmail.com","www.saharatourtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/376","Belum dihubungi",""
"207","PT. Adita Al Tahir","Khadijatul Kubra Tour and Travel","Jakarta","Rukan Avenue Jl. Jkt Garden City Boulevard No.08-92, Cakung, Jakarta Timur, DKI Jakarta, 13910","+628113322518","aditaaltahir@gmail.com, khadijatulkubra.k2@gmail.com","K2tourtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/378","Belum dihubungi",""
"208","PT. Al Fath Tour & Travel","Al-Fath Tour","Jakarta","Graha Mulus Mandiri, Jl. Dewi Sartika No. 133 Rt.005 Rw.002, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630","+6287772948600","alfathtour01@gmail.com","www.alfathtour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/379","Belum dihubungi",""
"209","PT. Rihlah Alatas Wisata","RAW Travel","Tangerang","Ruko Pinus Niaga Centre No.07, Taman Royal I Cipondoh, Cipondoh, Tangerang, Banten, 15141","+622159730850","rihlah_wisata@yahoo.com","www.rihlahwisatacm.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/380","Belum dihubungi",""
"210","PT. Hamsa Mandiri International Tour","TANUR MUTHMAINNAH TOURS","Jakarta","Golf Lake Residence, Rukan Venice B No.20, Jl.Kapuk Kamal Raya  , Cengkareng, Jakarta Barat, DKI Jakarta, 11520","+622122301909","admin@hamsatour.com","www.hamsatour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/381","Belum dihubungi",""
"211","PT. Permata Express","Permata Qadri'alia","Bekasi","Jl. Bintara Jaya Raya No.1A, Bekasi Barat, Bekasi, Jawa Barat, -","+62087776648996","travel@permatagroup.co.id, umrah@permatagroup.co.id","www.permatagroup.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/382","Belum dihubungi",""
"212","PT. Makarim El Akhlak Tourindo","Makarim Tour","Jakarta","Jalan Raya Kalibata No. 26 RT.012 RW.005, Jatinegara, Jakarta Timur, DKI Jakarta, 13630","+6202122047206","makarim.tour@gmail.com","www.makarimtour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/383","Belum dihubungi",""
"213","PT. Lantabur Utama Wisata","Lantabur Wisata","Jakarta","Jl. Utan Kayu Raya No. 81 Rt.01/08, Matraman, Jakarta Timur, DKI Jakarta, 13120","+622122326259","wisatalantabur@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/384","Belum dihubungi",""
"214","PT. Sewarna Prima Travel","Sewarna Tour & Travel","Bekasi","Kawasan Niaga Citragran, Blok R 12 Nomor 6, Jalan Alternatif Cibubur KM 4, Jatisampurna, Kota Bekasi, Jati Sampurna, Bekasi, Jawa Barat, 17435","+6284344202","sewarnatours@gmail.com","www.sewarnatravel.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/386","Belum dihubungi",""
"215","PT. Hadji Amin Sejahtera","El Amien Tours","Jakarta","Jl.lapangan banteng barat No 3-4 gedung emis kementrian agama RI pusat pasar baru sawah besar jakarta pusat, Sawah Besar, Jakarta Pusat, DKI Jakarta, 10710","+620213105606","hadjiaminpt@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/387","Belum dihubungi",""
"216","PT. Selma Indah Fortuna","SIF Tours","Jakarta","Jl. Pahlawan No. 68 Sukabumi Selatan, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11560","+622153675430","alrazafa_selma@yahoo.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/388","Belum dihubungi",""
"217","PT. Satriani Mandiri Putra","Satriani Wisata","Jakarta","Jl. KH. Abdullah Syafei A/30 RT01/RW03 Kebon Baru, Tebet, Jakarta Selatan, Tebet, Jakarta Selatan, DKI Jakarta, 12840","+622122901175","satrianiwisata@yahoo.com","www.satrianiwisata.com/","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/389","Belum dihubungi",""
"218","PT. Fajar Indah Gemilang","Tour and Travel Umrah Haji","Jakarta","Gedung Mobilikom lantai 4 Jl. Raden Saleh No. 53 , Menteng, Jakarta Pusat, DKI Jakarta, 10330","+6281519997777","fajarindahtourtravel@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/390","Belum dihubungi",""
"219","PT. Berkah Arsakha Sentosa","ARSAKHA","Depok","Jl.KH Ridi RT/RW 05/02 No.3A, Cipayung, Depok, Jawa Barat","+622177813389","berkaharsakhasentosa@gmail.com","https://www.arsakhatravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/392","Belum dihubungi",""
"220","PT. Arfa Mutiara Mulia","Arfa Mutiara Mulia","Tangerang","Komplek Pertokoan Kebayoran Arcade1 Blok.C3, No.59, Tangerang, Tangerang, Banten, -","+622174870786","info.arfatours@gmail.com","www.arfahajiumroh.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/399","Belum dihubungi",""
"221","PT. Gavriel Mikel Suhaebi","EBI Tour","Tangerang","Komp. Ruko Bussiness Park Tangerang City Blok F3, Tangerang, Tangerang, Banten, 15118","+622122292348","admin@ebitour.com","www.ebitour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/401","Belum dihubungi",""
"222","PT. Kiswah Permata Wisata","Kiswah Permata Wisata","Tangerang","Ruko Apartment Easton Park No.3, Jl. Lengkong, Serpong, Tangerang Selatan, Banten, Serpong, Tangerang Selatan, Banten, -","+62217371190","kiswahpermatawisata@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/403","Belum dihubungi",""
"223","PT. Gulzar Travelindo Wisata","Gulzar Tour & Travel","Jakarta","JL. CONDET RAYA NO. 27 Kav. RB-5 GEDONG, Ps REBO, JAKARTA TIMUR, Pasar Rebo, Jakarta Timur, DKI Jakarta, 13760","+6229840630","gulzar.wisata@gmail.com","www.gulzar.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/413","Belum dihubungi",""
"224","PT. Zam Zam Indah Abadi Tour & Travel","Zam-zam Indah Abadi","Tangerang","Jl. Otista Raya Kav. 5 No.6 (Sebelum RS. Sari Asih Ciputat), Ciputat, Tangerang Selatan, Banten, 15411","+62217499256","zamzam_indahabadi@yahoo.com, zamzamindahabaditour@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/414","Belum dihubungi",""
"225","PT. Fayyash Abdi Ummat","Fayyash Abdi Ummat","Jakarta","Jl. Pinang Raya No.21, RT.3/RW.9, Rawamangun, Kec. Pulo Gadung, Kota , Pulo Gadung, Jakarta Timur, DKI Jakarta, 13220","+6282125633976","fayyash.tour@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/415","Belum dihubungi",""
"226","PT. Hikmah Rizquna Persada","Hikmah Rizquna Persada","Depok","Graha Al Bantany Lt.2, Jl. Kedondong No.26, Beji, Depok, Jawa Barat, 16421","+622177806020","infohrpwisata@gmail.com","-","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/416","Belum dihubungi",""
"227","PT. Seroja Era Wisata","Seroja Era Wisata","Tangerang","Jl. Beringin Raya Blok.42 No.75 Rt.005.008, Karawaci, Tangerang, Banten, -","+628128260877","eraseroja@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/420","Belum dihubungi",""
"228","PT. Asfoor Cipta Mandiri","Asfoor Tour & Travel","Bekasi","Bintang Metropol Blok A10,  No.4 Rt. 004/013, Bekasi Utara, Bekasi, Jawa Barat, -","+622188890897","asfoorciptamandiri@gmail.com","www.asfoor.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/426","Belum dihubungi",""
"229","PT. Qadr Jaya Mandiri","Qadr Jaya Mandiri","Jakarta","Jl. Inspeksi Saluran B 1A, Cakung, Jakarta Timur, DKI Jakarta, 13420","+622185914106","al_qadr@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/427","Belum dihubungi",""
"230","PT. Lianti Tour & Travel","Lianti Tour & Travel","Jakarta","Gd. Hias Rias Cikini A.LOO.AKS.001, Jl. Cikini Raya No.90, Menteng, Jakarta Pusat, DKI Jakarta, -","+6281282481832","romelco03@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/428","Belum dihubungi",""
"231","PT. Tanur Muthmainnah Tour","Tanur Muthmainnah Tour","Jakarta","Golf Lake Residence, Rukan Venice B No.20, Jl. Kapuk Kamal Raya , Cengkareng, Jakarta Barat, DKI Jakarta","+622122301909","info@tanurmuthmainnah.com","www.tanurmuthmainnah.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/429","Belum dihubungi",""
"232","PT. Safari Baitullah Makmur","Safari Baitullah Tour","Jakarta","Jl.Rancho Indah No.1 RT01 RW02 Tanjung Barat, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12530","+622125400984","safaribaitullahtour84@gmail.com","https://Www.safaribaitullahtour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/430","Belum dihubungi",""
"233","PT. Rihlah Duta Amanah","RIDA Tour","Depok","Ruko Anggrek 1 Blok. D.CI No.30, Jl. Boulevard GDC, Sukmajaya, Depok, Jawa Barat, 16412","+622127613915","karina.rinrin@ridatour.co.id","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/432","Belum dihubungi",""
"234","PT. Balubaid Ikhwan","Balubaid Tour & Travel","Jakarta","Graha Balubaid, Jl. Otista III Dalam No. 111 Rt002/001, Jatinegara, Jakarta Timur, DKI Jakarta, 13340","+62218517615","balubaid_umrah@yahoo.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/434","Belum dihubungi",""
"235","PT. Sultanah Nafisah Mandiri","Sultanah Tour and Travel","Jakarta","Gedung Pembina Graha, Jl. DI Panjaitan No.45, Jatinegara, Jakarta Timur, DKI Jakarta, 13350","+622185917755","sultanahtour@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/439","Belum dihubungi",""
"236","PT. Purba Margana Wisata","PM Tour & Travel","Tangerang","Sarua Makmur Blok.IV No.7, Ciputat, Ciputat, Tangerang Selatan, Banten, 15414","+622174639545","purbamarganagroup_travel@yahoo.com, purbamarganatravel@gmail.com","www.purbamarganawisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/442","Belum dihubungi",""
"237","PT. Ghifary Travel","Ghifary Tour and Travel","Jakarta","Jl Bendungan Jago raya No.8, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10650","+622142871460","admin@ghifarytravel.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/447","Belum dihubungi",""
"238","PT. Sahara Armina Internasional","Sahara Armina Internasional","Bogor","Ruko Graha Kartika Pratama Blok. E No.7, Bojonggede, Bogor, Jawa Barat, -","+622183711282","saharaarmina@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/448","Belum dihubungi",""
"239","PT. Mila Muris Mala Perkasa","Jaya Mas Tour & Travel","Bekasi","Jl. Swatantra IV No. 2 Rt.001/004, Jatiasih, Bekasi, Jawa Barat, 17423","+622182748147","jayamastours@gmail.com","https://www.jayamastours.com/","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/449","Belum dihubungi",""
"240","PT. Sinergi Sahara Wisata","Sinersa Tour","Jakarta","Jl. Pahlawan Revolusi Blok A No.14 Rt.001/005, Duren Sawit, Jakarta Timur, DKI Jakarta, 13430","+622128357258","sinersawisata@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/450","Belum dihubungi",""
"241","PT. Rahsen Wisata Insani","Rahsen Wisata","Jakarta","-, Cengkareng, Jakarta Barat, DKI Jakarta","+620 (Kantor)","rahsen@himpuh.or.id","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/451","Belum dihubungi",""
"242","PT. Khalifah Inti Safara","Khalifah Inti Safara","Jakarta","Jl. Kalibata Selatan II No.2 Rt.002/004, Kalibata, Pancoran, Pancoran, Jakarta Selatan, DKI Jakarta, 12740","+6287815647277","khalifahintisafara@gmail.com, khalifah_tour@yahoo.com","www.khalifahintisafara.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/452","Belum dihubungi",""
"243","PT. Atta Tria Aqila","Atta Tria Aqila","Jakarta","Jl. Ciputat Raya No.4B Kel. Kebayoran Lama, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, -","+6281220073298","triaaqilaatta@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/460","Belum dihubungi",""
"244","PT. Biro Perjalanan Wisata Maqbulah","MAQBULAH TRAVEL","Jakarta","Jl. Warung Jati Timur No. 27A RT. 013/003 Kel. Kalibata, Kec. Pancoran Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Pancoran, Jakarta Selatan, DKI Jakarta, 12790","+62217982305","maqbulah@yahoo.com","maqbulah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/465","Belum dihubungi",""
"245","PT. Arsy Amanah Internasional","Arsy Travel","Jakarta","Jl Mushollah No 8 Rt3/Rw2, Munjul, Cipayung, Jakarta Timur, Cipayung, Jakarta Timur, DKI Jakarta, 13850","+622122988836","arsyamanahinternasional@gmail.com","arsytravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/467","Belum dihubungi",""
"246","PT. Menan Ekspresindo","Menan Express","Jakarta","Gedung Arva, Jl. R.P. Soeroso No.40, Rt.002/002, Gondangdia, Menteng, Menteng, Jakarta Pusat, DKI Jakarta, 10350","+622131905511","umroh@menantravel.com, haji@menantravel.com, menantour.hajiumroh@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/475","Belum dihubungi",""
"247","PT. Redja Wisata Travelindo","Redja Wisata Travelindo","Tangerang","Ruko Soraya Land Jl WR Supratman No 10 Ruko J Pondok Ranji Ciputat Timur Tangerang Selatan, Ciputat Timur, Tangerang Selatan, Banten, 15419","+6274790501","rw.travelindo@gmail.com, redjawisata@gmail.com","www.travellinganywhere.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/476","Belum dihubungi",""
"248","PT. Hikmah Perjalanan Tauhid","HPT Tour & Travel","Depok","Jl. Andara Masjid No.24, Pangkalan Jati Baru, Cinere, Depok, Cinere, Depok, Jawa Barat, -","+622127828565","hpt.tourtravel@gmail.com","www.hpttourtravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/477","Belum dihubungi",""
"249","PT. Ratna Azizah Mustika","RATNA TRAVEL","Bogor","Jl. H. Ahmad Adnawijaya No.10A Rt.001 Rw.014, Tegal Gundil, Bogor Utara - Kota, Bogor, Jawa Barat, 16152","+622518573205","ratnatours@yahoo.com","www.ramtravel.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/479","Belum dihubungi",""
"250","PT. Kanaya Wisata Jaya","Kanaya Wisata Jaya","Jakarta","Graha Mobilcom, Jl. Raden Saleh Raya No.53, Menteng, Jakarta Pusat, DKI Jakarta, 10330","+6281296828283","ptkanayawisata@gmail.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/481","Belum dihubungi",""
"251","PT. Travelindo Pesona Wisata","Pesona Wisata","Jakarta","Jl. Panti Asuhan No.53B, Cipinang Cempedak, Jatinegara, Jakarta Timur, DKI Jakarta, 13340","+6222132533","travelindopesonawisata@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/494","Belum dihubungi",""
"252","PT. Fanasya Tour & Travel","Fanasya Tour & Travel","Jakarta","Jl. Setu Cipayung Raya No.9A Rt.009/004, Cipayung, Jakarta Timur, DKI Jakarta, 13840","+6222175650","fanasyatour99@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/502","Belum dihubungi",""
"253","PT. Thamir Tahira Almustaqbal","Tahira Wisata","Bekasi","Titian Asri B1 No. 23 Kel. Harapan Mulya, Kec. Medan Satria, Medan Satria, Bekasi, Jawa Barat, 17143","+622188950184","thamirtahira@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/503","Belum dihubungi",""
"254","PT. Minang Khawas Wisata","MKW Travel","Jakarta","Jl. Malaka Blok B13 Ke. Munjul, Cipayung, Cipayung, Jakarta Timur, DKI Jakarta, 13870","+6281389855582","travelmkwpusat@gmail.com","www.minangkhawaswisata.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/504","Belum dihubungi",""
"255","PT. Sava Buana Tour","Sava Tour","Jakarta","Perkantoran Pulomas Blok. V No.5, Perintis Kemerdekaan, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, -","+62214897965","radhiyana@gammabuana.com","www.savabuanatour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/505","Belum dihubungi",""
"256","PT. Alkhobir Anugerah Pesona Indonesia","Al Khobir Tour & Travel","Jakarta","Raya Bekasi Km 17, Kel. Jatinegara Kaum, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13260","+6285216888886","travel.alkhobir@yahoo.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/506","Belum dihubungi",""
"257","PT. Gema Kolbu Ihsani","M2 TOUR & TRAVEL","Jakarta","JL. FATMAWATI RAYA NO. 12, Cilandak, Jakarta Selatan, DKI Jakarta, 12420","+622122760296","tourtravelm2@gmail.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/514","Belum dihubungi",""
"258","PT. Arraudhah Baitul Amin","Arbain Tour & Travel","Bekasi","Jl. Akasia 1 D No. 09 Pondok Hijau Permai , Rawalumbu, Bekasi, Jawa Barat, 17115","+6282125605344","arbain.tourandtravel@gmail.com","www.arbaintravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/522","Belum dihubungi",""
"259","PT. Comeumrah Wahana Amanah","COMEUMRAH","Jakarta","GRAHA MAMPANG LANTAI 3A, JALAN MAMPANG PRAPATAN RAYA NOMOR 100, KELURAHAN DUREN TIGA, Pancoran, Jakarta Selatan, DKI Jakarta","+62215330255","visa@comeumrah.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/538","Belum dihubungi",""
"260","PT. Maswah Bakti Wisata","Maswah Travel","Jakarta","Jl. Raya Pondok Gede Rt. 004 Rw. 08 No. 03 Kel. Lubang Buaya, Cipayung, Jakarta Timur, DKI Jakarta","+628111564141","ptmaswahbaktiwisata@gmail.com","www.maswahtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/539","Belum dihubungi",""
"261","PT. Vizitrip Global Tour","Vizitrip Tour","Depok","Jalan Margonda Raya No. 28 Kel. Pondok Cina , Beji, Depok, Jawa Barat, 16421","+6202121230796","cs@vizitrip.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/541","Belum dihubungi",""
"262","PT. Dwins Berkah Utama","Dwins Travel","Jakarta","Jl. Utan Kayu No. 81, Matraman, Jakarta Timur, DKI Jakarta","+6285271719929","traveldwins@gmail.com","dwinstravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/542","Belum dihubungi",""
"263","PT. Anidar Wisata Persada","AWP Tour & Travel","Jakarta","Jl. Pejaten Raya Kav. 2 No. 6 Kel. Pejaten Barat, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12520","+6222122792425","info@anidarwisata.com","www.anidarwisata.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/543","Belum dihubungi",""
"264","PT. Namira","TRAVEL AND TOUR","Depok","Jl radar auri no 12-14 Mekar sari, Cimanggis, Depok, Cimanggis, Depok, Jawa Barat","+62817141529","namiratourntravel@gmail.com","https://namira.travel/","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/544","Belum dihubungi",""
"265","PT. Jendela Dunia Wisata","Jendela Baitullah","Jakarta","Jl. Radio Dalam Raya No. 7B , Gandaria Utara Kel. Gandaria Utara, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12140","+62217262000","info@jendelabaitullah.com","https://www.jendelabaitullah.com/","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/545","Belum dihubungi",""
"266","PT. Syammas Angkasa Wisata","Larissa Tour & Travel","Jakarta","Jl. RS. Fatmawati Raya No.6A, RT.001/RW.003, Cilandak Barat, Cilandak, Jakarta Selatan, DKI Jakarta, Cilandak, Jakarta Selatan, DKI Jakarta, 12430","+628111886686","larissa.toursid@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/551","Belum dihubungi",""
